PRIMARY_FACILITY_ID,FACILITY_NAME,PERMIT_NO,CLIENT_ID,CLIENT_NAME,MUNICIPALITY,COUNTY,REGION,PERMIT_TYPE,FEE_CATEGORY,LATEST_PERMIT_ISSUE_DATE,AVAILABLE_LAND,TOTAL_AEUS,LOCATION_ADDRESS,LOCATION_ADDRESS_CITY_STATE_ZIP,ANIMAL_TYPES
816559,WARRIOR RIDGE FARM,PAG123841,216104,COUNTRY VIEW FAMILY FARMS LLC,Monroe Twp,Bedford,SCRO,"Water Quality Mgmt Part II, Manure Storage Fac for CAFO",PAG-12 CAFO Permit,04/17/2017,1,2970.15,242 CARIBBEAN RD,"EVERETT, PA 15537",Swine - Grow finish - 155 lbs (45-265)
631194,LAUDEN FARMS CAFO,PAG123842,202418,LAUDEN FARMS,Wayne Twp,Dauphin,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,04/24/2018,1007.20,1476.90,2368 BACK RD,"HALIFAX, PA 17032",Dairy - Holstein/Brown Swiss - Cow - 1300 lbs
631194,LAUDEN FARMS CAFO,PAG123842,202418,LAUDEN FARMS,Wayne Twp,Dauphin,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,04/24/2018,1007.20,1476.90,2368 BACK RD,"HALIFAX, PA 17032",Dairy - Holstein/Brown Swiss - Heifer (1-2 yr) - 900 lbs (650-1150)
631194,LAUDEN FARMS CAFO,PAG123842,202418,LAUDEN FARMS,Wayne Twp,Dauphin,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,04/24/2018,1007.20,1476.90,2368 BACK RD,"HALIFAX, PA 17032",Dairy - Holstein/Brown Swiss - Calf (0-1 yr) - 375 lbs (100-650)
811708,DWAYNE NOLT FARM,PAG123843,329522,DWAYNE NOLT,Jackson Twp,Lebanon,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,03/03/2017,6.40,554.30,58 E STRACK DR,"MYERSTOWN, PA 17067-2160",Beef - Finishing (8-24 mos) - 950 lbs (500-1400)
811708,DWAYNE NOLT FARM,PAG123843,329522,DWAYNE NOLT,Jackson Twp,Lebanon,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,03/03/2017,6.40,554.30,58 E STRACK DR,"MYERSTOWN, PA 17067-2160",Swine - Nursery Pig - 30 lbs (15-45)
811708,DWAYNE NOLT FARM,PAG123843,329522,DWAYNE NOLT,Jackson Twp,Lebanon,SCRO,"Water Quality Mgmt Part II, Manure Storage Fac for CAFO",PAG-12 CAFO Permit,03/03/2017,6.40,554.30,58 E STRACK DR,"MYERSTOWN, PA 17067-2160",Beef - Finishing (8-24 mos) - 950 lbs (500-1400)
811708,DWAYNE NOLT FARM,PAG123843,329522,DWAYNE NOLT,Jackson Twp,Lebanon,SCRO,"Water Quality Mgmt Part II, Manure Storage Fac for CAFO",PAG-12 CAFO Permit,03/03/2017,6.40,554.30,58 E STRACK DR,"MYERSTOWN, PA 17067-2160",Swine - Nursery Pig - 30 lbs (15-45)
819407,MEL BRICKER - FULTON COUNTY FARM,PAG123844,317874,NORTH MTN GOBBLER,Dublin Twp,Fulton,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,04/26/2018,1,346.82,2859 EAST DUTCH CORNER ROAD,"MCCONNELLSBURG, PA 17233",Poultry - Turkey - Tom (0-18 wks) - 20.0 lbs (0.12-40)
819439,KEITH MUSSER CAFO,PAG123845,332776,MUSSER KEITH,Carroll Twp,Perry,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,06/29/2017,1,443.60,300 EVERGREEN RD,"NEW BLOOMFIELD, PA 17068",Poultry - Turkey - Tom (0-18 wks) - 20.0 lbs (0.12-40)
817823,WETZEL POULTRY FARM,PAG123847,332772,WETZEL POULTRY FARM,Franklin Twp,Adams,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,04/27/2017,103.30,416.83,2450 MUMMASBURG RD,"GETTYSBURG, PA 17325",Beef - Calf (0-8 mos) - 300 lbs (100-500)
817823,WETZEL POULTRY FARM,PAG123847,332772,WETZEL POULTRY FARM,Franklin Twp,Adams,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,04/27/2017,103.30,416.83,2450 MUMMASBURG RD,"GETTYSBURG, PA 17325",Beef - Cow - 1400 lbs
817823,WETZEL POULTRY FARM,PAG123847,332772,WETZEL POULTRY FARM,Franklin Twp,Adams,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,04/27/2017,103.30,416.83,2450 MUMMASBURG RD,"GETTYSBURG, PA 17325",Poultry - Turkey - Tom (0-18 wks) - 20.0 lbs (0.12-40)
817823,WETZEL POULTRY FARM,PAG123847,332772,WETZEL POULTRY FARM,Franklin Twp,Adams,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,04/27/2017,103.30,416.83,2450 MUMMASBURG RD,"GETTYSBURG, PA 17325",Poultry - Turkey - Hen (0-12 wks) - 7.1 lbs (0.12-14)
817823,WETZEL POULTRY FARM,PAG123847,332772,WETZEL POULTRY FARM,Franklin Twp,Adams,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,04/27/2017,103.30,416.83,2450 MUMMASBURG RD,"GETTYSBURG, PA 17325","Goats, dairy - Doe - 125 lbs"
820285,DREW JOHNSON FARM,PAG123848,333003,JOHNSON DREW,Fannett Twp,Franklin,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,08/01/2017,1,682.80,20575 HAMMOND RD,"SPRING RUN, PA 17262",Swine - Grow finish - 155 lbs (45-265)
817585,HERBRUCK POULTRY CAFO,PAG123849,333977,HERBRUCK POULTRY RANCH INC,Montgomery Twp,Franklin,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,08/01/2017,1,7560,8069 CORNER RD,"MERCERSBURG, PA 17236",Poultry - Chickens - Layer (18-105 wks) - 3.15 lbs (weighted avg)
817585,HERBRUCK POULTRY CAFO,PAG123849,333977,HERBRUCK POULTRY RANCH INC,Montgomery Twp,Franklin,SCRO,"Water Quality Mgmt Part II, Manure Storage Fac for CAFO",PAG-12 CAFO Permit,08/01/2017,1,7560,8069 CORNER RD,"MERCERSBURG, PA 17236",Poultry - Chickens - Layer (18-105 wks) - 3.15 lbs (weighted avg)
816863,KEITH MARTIN CAFO,PAG123850,218000,MARTIN A KEITH,Clay Twp,Lancaster,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,06/29/2017,1,275.90,990 FOREST HILL RD,"STEVENS, PA 17578","Poultry - Chickens - Broiler, large (0-53 days) - 3.0 lbs (0.09-6.0)"
817233,BENCE DUCK FARM,PAG123851,334434,BENCE TANNER D,Napier Twp,Bedford,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,07/21/2017,400.40,135.28,544 SHANKLE RD,"SCHELLSBURG, PA 15559",Poultry - Duck (0-43 days) - 3.56 lbs (0.11-7)
571731,PENN VALLEY PORK CAFO,PAG123852,216104,COUNTRY VIEW FAMILY FARMS LLC,Upper Bern Twp,Berks,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,08/17/2017,1,1169.30,"1655 PHILLIPS LN, PHILLIPS LANE","MOHRSVILLE, PA 19541",Swine - Grow finish - 155 lbs (45-265)
571731,PENN VALLEY PORK CAFO,PAG123852,216104,COUNTRY VIEW FAMILY FARMS LLC,Upper Bern Twp,Berks,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,08/17/2017,1,1169.30,"1655 PHILLIPS LN, PHILLIPS LANE","MOHRSVILLE, PA 19541",Swine - Gestating Sow - 400 lbs
571731,PENN VALLEY PORK CAFO,PAG123852,216104,COUNTRY VIEW FAMILY FARMS LLC,Upper Bern Twp,Berks,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,08/17/2017,1,1169.30,"1655 PHILLIPS LN, PHILLIPS LANE","MOHRSVILLE, PA 19541",Swine - Sow and litter - 470 lbs
571731,PENN VALLEY PORK CAFO,PAG123852,216104,COUNTRY VIEW FAMILY FARMS LLC,Upper Bern Twp,Berks,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,08/17/2017,1,1169.30,"1655 PHILLIPS LN, PHILLIPS LANE","MOHRSVILLE, PA 19541",Swine - Boar - 450 lbs
754064,MW SMITH FARM,PAG123853,296174,MW SMITH FARM,Buffalo Twp,Perry,SCRO,"Water Quality Mgmt Part II, Manure Storage Fac for CAFO",PAG-12 CAFO Permit,05/16/2018,1324.05,1222.43,851 MEADOW GROVE RD,"NEWPORT, PA 17074-8231",Dairy - Holstein/Brown Swiss - Cow - 1300 lbs
754064,MW SMITH FARM,PAG123853,296174,MW SMITH FARM,Buffalo Twp,Perry,SCRO,"Water Quality Mgmt Part II, Manure Storage Fac for CAFO",PAG-12 CAFO Permit,05/16/2018,1324.05,1222.43,851 MEADOW GROVE RD,"NEWPORT, PA 17074-8231",Dairy - Holstein/Brown Swiss - Heifer (1-2 yr) - 900 lbs (650-1150)
754064,MW SMITH FARM,PAG123853,296174,MW SMITH FARM,Buffalo Twp,Perry,SCRO,"Water Quality Mgmt Part II, Manure Storage Fac for CAFO",PAG-12 CAFO Permit,05/16/2018,1324.05,1222.43,851 MEADOW GROVE RD,"NEWPORT, PA 17074-8231",Dairy - Holstein/Brown Swiss - Calf (0-1 yr) - 375 lbs (100-650)
818773,EGOLF SWINE FINISHING FARM,PAG123854,335665,LHF ENTERPRISES LLC,Napier Twp,Bedford,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,10/30/2017,1,684.89,1971 FAUPEL RD,"SCHELLSBURG, PA 15559",Swine - Grow finish - 155 lbs (45-265)
819174,ROUND HILL POULTRY,PAG123856,336107,ROUND HILL POULTRY,Reading Twp,Adams,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,10/16/2017,1,344.20,6108 CARLISLE PIKE,"EAST BERLIN, PA 17316-9583",Poultry - Turkey - Tom (0-18 wks) - 20.0 lbs (0.12-40)
819177,JOHN CORNELIUS SWINE CAFO,PAG123857,336111,CORNELIUS JOHN,Cass Twp,Huntingdon,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,11/08/2017,275.10,672.66,18121 HARES VALLEY RD,"MAPLETON DEPOT, PA 17052",Swine - Grow finish - 155 lbs (45-265)
820438,LAUREL RIDGE PIG CO,PAG123858,337223,LAUREL RIDGE PIG CO,West Cocalico Twp,Lancaster,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,11/17/2017,4.70,645.90,700 SWAMP CHURCH RD,"REINHOLDS, PA 17569",Swine - Nursery Pig - 30 lbs (15-45)
820438,LAUREL RIDGE PIG CO,PAG123858,337223,LAUREL RIDGE PIG CO,West Cocalico Twp,Lancaster,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,11/17/2017,4.70,645.90,700 SWAMP CHURCH RD,"REINHOLDS, PA 17569",Swine - Grow finish - 155 lbs (45-265)
820438,LAUREL RIDGE PIG CO,PAG123858,337223,LAUREL RIDGE PIG CO,West Cocalico Twp,Lancaster,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,11/17/2017,4.70,645.90,700 SWAMP CHURCH RD,"REINHOLDS, PA 17569",Swine - Gestating Sow - 400 lbs
820438,LAUREL RIDGE PIG CO,PAG123858,337223,LAUREL RIDGE PIG CO,West Cocalico Twp,Lancaster,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,11/17/2017,4.70,645.90,700 SWAMP CHURCH RD,"REINHOLDS, PA 17569",Swine - Sow and litter - 470 lbs
820438,LAUREL RIDGE PIG CO,PAG123858,337223,LAUREL RIDGE PIG CO,West Cocalico Twp,Lancaster,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,11/17/2017,4.70,645.90,700 SWAMP CHURCH RD,"REINHOLDS, PA 17569","Goats, meat - Doe - 150 lbs "
820270,COLTON DEPPEN SWINE CAFO,PAG123859,336925,DEPPEN COLTON W,Spruce Hill Twp,Juniata,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,11/17/2017,1,672.66,18521 ROUTE 75 SOUTH,"PORT ROYAL, PA 17082",Swine - Grow finish - 155 lbs (45-265)
782473,ZUGSTEAD DAIRY FARM,PAG123860,220326,ZUGSTEAD FARM INC,Delaware Twp,Juniata,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,12/14/2017,885.53,1267.10,558 FREED RD,"MIFFLINTOWN, PA 17059-7772",Dairy - Holstein/Brown Swiss - Cow - 1300 lbs
782473,ZUGSTEAD DAIRY FARM,PAG123860,220326,ZUGSTEAD FARM INC,Delaware Twp,Juniata,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,12/14/2017,885.53,1267.10,558 FREED RD,"MIFFLINTOWN, PA 17059-7772",Dairy - Holstein/Brown Swiss - Heifer (1-2 yr) - 900 lbs (650-1150)
782473,ZUGSTEAD DAIRY FARM,PAG123860,220326,ZUGSTEAD FARM INC,Delaware Twp,Juniata,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,12/14/2017,885.53,1267.10,558 FREED RD,"MIFFLINTOWN, PA 17059-7772",Dairy - Holstein/Brown Swiss - Calf (0-1 yr) - 375 lbs (100-650)
681674,STONER'S HIJOS HILL FARM,PAG123861,166274,STONERS HIJOS HILL INC,Peters Twp,Franklin,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,01/05/2018,1385.40,1381.50,7678 OELLIG RD,"MERCERSBURG, PA 17236",Dairy - Holstein/Brown Swiss - Cow - 1300 lbs
681674,STONER'S HIJOS HILL FARM,PAG123861,166274,STONERS HIJOS HILL INC,Peters Twp,Franklin,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,01/05/2018,1385.40,1381.50,7678 OELLIG RD,"MERCERSBURG, PA 17236",Dairy - Holstein/Brown Swiss - Heifer (1-2 yr) - 900 lbs (650-1150)
681674,STONER'S HIJOS HILL FARM,PAG123861,166274,STONERS HIJOS HILL INC,Peters Twp,Franklin,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,01/05/2018,1385.40,1381.50,7678 OELLIG RD,"MERCERSBURG, PA 17236",Dairy - Holstein/Brown Swiss - Calf (0-1 yr) - 375 lbs (100-650)
822098,JAMES SCHWALM CAFO,PAG123862,339039,SCHWALM DANIEL & SCHWALM JAMES,Jackson Twp,Dauphin,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,12/08/2017,115.10,839.04,351 BASTIAN RD,"HALIFAX, PA 17032",Beef - Finishing (8-24 mos) - 950 lbs (500-1400)
822098,JAMES SCHWALM CAFO,PAG123862,339039,SCHWALM DANIEL & SCHWALM JAMES,Jackson Twp,Dauphin,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,12/08/2017,115.10,839.04,351 BASTIAN RD,"HALIFAX, PA 17032",Swine - Grow finish - 155 lbs (45-265)
822185,REPPERT CAFO,PAG123863,339077,RANDY REPPERT,Tilden Twp,Berks,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,01/05/2018,62.60,87.38,148 BACHMOLL RD,"HAMBURG, PA 19526",Beef - Finishing (8-24 mos) - 950 lbs (500-1400)
822185,REPPERT CAFO,PAG123863,339077,RANDY REPPERT,Tilden Twp,Berks,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,01/05/2018,62.60,87.38,148 BACHMOLL RD,"HAMBURG, PA 19526",Poultry - Duck (0-43 days) - 3.56 lbs (0.11-7)
822187,HARTZLER CAFO,PAG123864,339090,HARTZLER MARLIN,Menno Twp,Mifflin,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,12/28/2017,129.80,661.94,39 HAZEL LN,"BELLEVILLE, PA 17004",Dairy - Holstein/Brown Swiss - Heifer (1-2 yr) - 900 lbs (650-1150)
822187,HARTZLER CAFO,PAG123864,339090,HARTZLER MARLIN,Menno Twp,Mifflin,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,12/28/2017,129.80,661.94,39 HAZEL LN,"BELLEVILLE, PA 17004",Dairy - Holstein/Brown Swiss - Calf (0-1 yr) - 375 lbs (100-650)
822187,HARTZLER CAFO,PAG123864,339090,HARTZLER MARLIN,Menno Twp,Mifflin,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,12/28/2017,129.80,661.94,39 HAZEL LN,"BELLEVILLE, PA 17004",Swine - Grow finish - 155 lbs (45-265)
822190,BEN MOYER CAFO,PAG123865,339093,MOYER BEN,East Hanover Twp,Lebanon,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,12/28/2017,27.70,288.32,20 DEAD END RD,"ANNVILLE, PA 17003","Poultry - Chickens - Broiler, large (0-53 days) - 3.0 lbs (0.09-6.0)"
822262,WARNER CAFO,PAG123866,339124,WARNER AARON J,Todd Twp,Huntingdon,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,04/02/2018,1,716.04,18826 NEW FORDING RD,"BROAD TOP, PA 16621",Swine - Grow finish - 155 lbs (45-265)
822239,DAVID BRENIZE CAFO,PAG123867,339138,BREZINE A DAVID,Lurgan Twp,Franklin,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,12/28/2017,1,494.40,7201 SUNSET RD,"NEWBURG, PA 17240",Poultry - Turkey - Tom (0-18 wks) - 20.0 lbs (0.12-40)
823278,SHADOW RIDGE FARM,PAG123868,339867,GOOD PHIL,Strasburg Twp,Lancaster,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,02/22/2018,117.70,801.43,2418 BACHMAN RD,"LANCASTER, PA 17602",Dairy - Holstein/Brown Swiss - Heifer (1-2 yr) - 900 lbs (650-1150)
823278,SHADOW RIDGE FARM,PAG123868,339867,GOOD PHIL,Strasburg Twp,Lancaster,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,02/22/2018,117.70,801.43,2418 BACHMAN RD,"LANCASTER, PA 17602",Dairy - Ayrshire/Guernsey - Calf (0-1 yr) - 338 (100-575)
823278,SHADOW RIDGE FARM,PAG123868,339867,GOOD PHIL,Strasburg Twp,Lancaster,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,02/22/2018,117.70,801.43,2418 BACHMAN RD,"LANCASTER, PA 17602",Poultry - Chickens - Layer (18-105 wks) - 3.15 lbs (weighted avg)
823229,MISTY GLEN CAFO,PAG123869,328505,MISTY GLEN PROPERTIES LP,Swatara Twp,Lebanon,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,01/25/2018,59.80,1800,150 HAIN AVE,"LEBANON, PA 17046",Poultry - Chickens - Layer (18-105 wks) - 3.15 lbs (weighted avg)
823459,MARLIN PEACHEY CAFO,PAG123870,339965,PEACHY MARLIN J,Brown Twp,Mifflin,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,03/19/2018,127.30,889.46,328 COFFE RUN ROAD,"REEDSVILLE, PA 17084",Dairy - Holstein/Brown Swiss - Cow - 1300 lbs
823459,MARLIN PEACHEY CAFO,PAG123870,339965,PEACHY MARLIN J,Brown Twp,Mifflin,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,03/19/2018,127.30,889.46,328 COFFE RUN ROAD,"REEDSVILLE, PA 17084",Dairy - Holstein/Brown Swiss - Heifer (1-2 yr) - 900 lbs (650-1150)
823459,MARLIN PEACHEY CAFO,PAG123870,339965,PEACHY MARLIN J,Brown Twp,Mifflin,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,03/19/2018,127.30,889.46,328 COFFE RUN ROAD,"REEDSVILLE, PA 17084",Dairy - Holstein/Brown Swiss - Calf (0-1 yr) - 375 lbs (100-650)
823459,MARLIN PEACHEY CAFO,PAG123870,339965,PEACHY MARLIN J,Brown Twp,Mifflin,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,03/19/2018,127.30,889.46,328 COFFE RUN ROAD,"REEDSVILLE, PA 17084",Beef - Calf (0-8 mos) - 300 lbs (100-500)
823459,MARLIN PEACHEY CAFO,PAG123870,339965,PEACHY MARLIN J,Brown Twp,Mifflin,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,03/19/2018,127.30,889.46,328 COFFE RUN ROAD,"REEDSVILLE, PA 17084",Swine - Grow finish - 155 lbs (45-265)
824127,LANDIS HOOVER CAFO,PAG123871,340509,HOOVER LANDIS S,West Earl Twp,Lancaster,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,03/16/2018,33.40,314.03,1453 DIAMOND STATION RD,"EPHRATA, PA 17522",Veal - Calf (0-20 wks) - 270 lbs (95-445)
824127,LANDIS HOOVER CAFO,PAG123871,340509,HOOVER LANDIS S,West Earl Twp,Lancaster,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,03/16/2018,33.40,314.03,1453 DIAMOND STATION RD,"EPHRATA, PA 17522",Swine - Wean to finish - 140 lbs (15-265)
824127,LANDIS HOOVER CAFO,PAG123871,340509,HOOVER LANDIS S,West Earl Twp,Lancaster,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,03/16/2018,33.40,314.03,1453 DIAMOND STATION RD,"EPHRATA, PA 17522",Poultry - Chickens - Layer (18-105 wks) - 3.15 lbs (weighted avg)
824127,LANDIS HOOVER CAFO,PAG123871,340509,HOOVER LANDIS S,West Earl Twp,Lancaster,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,03/16/2018,33.40,314.03,1453 DIAMOND STATION RD,"EPHRATA, PA 17522",Light Horses & Mules - Mature - 1100 lbs
824885,SHALE ROCK ACRES,PAG123873,341348,MILLER TROY,Swatara Twp,Lebanon,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,04/26/2018,106.40,261.13,230 MOUNTAIN DR,"FREDERICKSBURG, PA 17026","Poultry - Chickens - Broiler, medium (0-35 days) - 2.3 lbs (0.090-4.5)"
827545,JOHN HESS STEER FARM,PAG123874,343938,HESS AGRIMARKETING LLC,East Donegal Twp,Lancaster,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,08/24/2018,158.40,416.44,218 ROCK POINT RD,"MARIETTA, PA 17547",Beef - Finishing (8-24 mos) - 950 lbs (500-1400)
827767,BRENDON ZIMMERMAN CAFO,PAG123876,343988,ZIMMERMAN BRENDON K,,Lancaster,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,09/14/2018,1,359.86,2490 MILL RD,"ELIZABETHTOWN, PA 17022","Poultry - Chickens - Broiler, large (0-53 days) - 3.0 lbs (0.09-6.0)"
827911,SUNSET FAMILY FARMS,PAG123877,344212,SUNSET FAMILY FARMS LLC,Bethel Twp,Lebanon,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,09/07/2018,1,378.16,264 SUNSET DR,"FREDERICKSBURG, PA 17026","Poultry - Chickens - Broiler, large (0-53 days) - 3.0 lbs (0.09-6.0)"
828321,GROFF FARMS LLC,PAG123878,344570,J & L GROFF FARMS LLC,Chanceford Twp,York,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,10/04/2018,2.80,469.12,2906 DETTINGER RD,"BROGUE, PA 17309","Poultry - Chickens - Broiler, large (0-53 days) - 3.0 lbs (0.09-6.0)"
830197,JEFFREY ZUCK CAFO,PAG123879,346207,ZUCK JEFFREY H,South Lebanon Twp,Lebanon,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,01/03/2019,163.30,580.41,135 FOX RD,"LEBANON, PA 17042",Dairy - Holstein/Brown Swiss - Cow - 1300 lbs
830197,JEFFREY ZUCK CAFO,PAG123879,346207,ZUCK JEFFREY H,South Lebanon Twp,Lebanon,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,01/03/2019,163.30,580.41,135 FOX RD,"LEBANON, PA 17042",Dairy - Holstein/Brown Swiss - Heifer (1-2 yr) - 900 lbs (650-1150)
830197,JEFFREY ZUCK CAFO,PAG123879,346207,ZUCK JEFFREY H,South Lebanon Twp,Lebanon,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,01/03/2019,163.30,580.41,135 FOX RD,"LEBANON, PA 17042",Dairy - Holstein/Brown Swiss - Calf (0-1 yr) - 375 lbs (100-650)
830197,JEFFREY ZUCK CAFO,PAG123879,346207,ZUCK JEFFREY H,South Lebanon Twp,Lebanon,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,01/03/2019,163.30,580.41,135 FOX RD,"LEBANON, PA 17042","Poultry - Chickens - Broiler, large (0-53 days) - 3.0 lbs (0.09-6.0)"
830340,WASON CAFO,PAG123880,346368,WASON FARMS LLC,Lincoln Twp,Huntingdon,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,01/03/2019,5.30,340.50,2823 FARMHOUSE LN,"HUNTINGDON, PA 16652",Beef - Calf (0-8 mos) - 300 lbs (100-500)
830340,WASON CAFO,PAG123880,346368,WASON FARMS LLC,Lincoln Twp,Huntingdon,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,01/03/2019,5.30,340.50,2823 FARMHOUSE LN,"HUNTINGDON, PA 16652",Beef - Finishing (8-24 mos) - 950 lbs (500-1400)
830340,WASON CAFO,PAG123880,346368,WASON FARMS LLC,Lincoln Twp,Huntingdon,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,01/03/2019,5.30,340.50,2823 FARMHOUSE LN,"HUNTINGDON, PA 16652",Beef - Cow - 1400 lbs
830340,WASON CAFO,PAG123880,346368,WASON FARMS LLC,Lincoln Twp,Huntingdon,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,01/03/2019,5.30,340.50,2823 FARMHOUSE LN,"HUNTINGDON, PA 16652",Swine - Grow finish - 155 lbs (45-265)
831858,MATTHEW NOLT CAFO,PAG123881,347280,NOLT MATTHEW,Millcreek Twp,Lebanon,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,03/14/2019,1,348.36,131 KRUMSTOWN RD,"MYERSTOWN, PA 17067","Poultry - Chickens - Broiler, large (0-53 days) - 3.0 lbs (0.09-6.0)"
668600,ROHRER DAIRY FARM CAFO,PAG123882,202024,ROHRER DAIRY FARM LLC,Manor Twp,Lancaster,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,04/18/2019,1011.10,2811.12,124 CHARLESTOWN RD,"WASHINGTON BORO, PA 17582",Dairy - Holstein/Brown Swiss - Cow - 1300 lbs
668600,ROHRER DAIRY FARM CAFO,PAG123882,202024,ROHRER DAIRY FARM LLC,Manor Twp,Lancaster,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,04/18/2019,1011.10,2811.12,124 CHARLESTOWN RD,"WASHINGTON BORO, PA 17582",Dairy - Holstein/Brown Swiss - Heifer (1-2 yr) - 900 lbs (650-1150)
